id_type,type
996,JUGUETES DE APRENDIZAJE
997,TRENES Y AVIONES
998,JUGUETES DE ENCAJE
999,DUENDES MÁGICOS
1000,PUZZLES Y ROMPECABEZAS
1001,DINOSAURIOS Y DRAGONES
1002,SET DE MUÑECAS
1003,LANZADORES DE DARDOS
1004,DISFRACES
1005,AUTOPISTAS
1006,PELOTAS SENSORIALES
1007,ACCESORIOS PARA MUÑECAS
1008,LANZADORES DE BURBUJAS
1009,SET DE BELLEZA NIÑAS
1010,MOTOS
1011,LIBROS INFANTILES
1012,ACCESORIOS CASAS DE MUÑECAS
1013,JUEGOS DE CARTAS
1014,ACCESORIOS MINI HOGAR
1015,PISTOLAS DE JUGUETE
1016,SET DE CONSTRUCCIÓN
1017,SET FIGURAS DE ACCIÓN
1018,JUGUETES MUSICALES
1019,DRONES
1020,JUEGOS DE AGUA
1021,AUTOS A CONTROL REMOTO
1022,RELOJES
1023,ESPADAS
1024,JUEGOS DE MAGIA Y BROMAS
1025,CAMIONES Y TRACTORES
1026,CENTROS DE JUEGOS
1027,AUTOS Y PISTAS
1028,CARTERAS PARA NIÑAS
1029,MONSTER TRUCKS
1030,AUTOS Y AUTOPISTAS
1031,MESAS DE PING PONG
1032,JUGUETES
1033,ARCOS DE FÚTBOL
1034,RESMAS DE HOJAS
1035,CARTÓN PIEDRA
1036,CARTULINAS SIMPLES
1037,PALOS DE HELADO
1038,GOMAS EVA
1039,CINTA DE EMBALAJE
1040,CUADERNOS UNIVERSITARIOS
1041,SET DE LÁPICES
1042,ADHESIVOS DE CONTACTO
1043,LÁPICES GRAFITO
1044,SILICONA EN BARRA
1045,PEGAMENTO EN BARRA
1046,LÁPICES TINTA GEL
1047,MARCADORES
1048,PLUMONES
1049,PEGAMENTO LÍQUIDO
1050,CORRECTORES Y GOMAS
1051,LÁPICES
1052,CINTAS ADHESIVAS
1053,PLASTICINAS
1054,PLUMÓN DE PIZARRA
1055,PINCELES
1056,PLUMÓN PERMANENTE
1057,ARCILLA
1058,REGLAS
1059,MINAS
1060,COLA FRÍA
1061,DESTACADORES
1062,PAPEL LUSTRE
1063,ARCHIVADORES
1064,LIBRETAS
1065,PASTA MODELADORA
1066,FUNDAS PLÁSTICAS
1067,ADHESIVOS INSTANTÁNEOS
1068,TÉMPERAS Y ÓLEO
1069,STICKERS Y ADHESIVOS
1070,GREDA
1071,NOTAS ADHESIVAS
1072,MASKING TAPE
1073,LÁPICES PASTA
1074,ELÁSTICOS
1075,CROQUERAS
1076,LANAS
1077,SEPARADORES
1078,PAPEL ENTRETENIDO
1079,PAPEL VOLANTÍN
1080,LÁPICES DE CERA
1081,ESCARCHA
1082,CARTULINAS METÁLICAS
1083,CUADERNOS COLLEGE
1084,CARPETAS ACOCLIPS
1085,PIZARRAS
1086,CARPETAS CON ELÁSTICO
1087,TÉMPERAS
1088,CORCHETES
1089,ACCESORIOS DE MAQUETAS
1090,LIBROS ESCOLARES
1091,AGENDAS Y PLANIFICADORES
1092,PORTAMINAS
1093,ACUARELAS
1094,SOBRES
1095,PAPEL DE FOTO
1096,PISTOLAS DE SILICONA
1097,LAMINAS INTERACTIVAS
1098,CORCHETERAS
1099,TIZAS
1100,CARPETAS CON FUNDA
1101,CARPETAS ACORDEÓN
1102,LÁPICES DE COLORES
1103,LENTEJUELAS
1104,SET DE DESTACADORES
1105,MOCHILAS
1106,CARPETAS CON APRETADOR
1107,PAÑOS LENCI
1108,BLOCK DE APUNTES
1109,BASTIDORES
1110,PLUMAVIT
1111,ESTUCHES
1112,LIBROS DE ACTIVIDADES
1113,NOVELAS
1114,LÁMINAS DE ALUMINIO
1115,CROCHET
1116,PALILLOS CIRCULARES
1117,ALCOHOL DESINFECTANTE
1118,PROTECTOR PARA DEDOS
1119,ALGODÓN
1120,PRESERVATIVOS
1121,BANDITAS Y PARCHES
1122,LENTES ÓPTICOS
1123,VITAMINAS
1124,TERMÓMETROS
1125,PASTILLEROS
1126,COLUTORIOS
1127,CEPILLO INTERDENTAL
1128,PARCHES
1129,FLORES DE BACH
1130,TENSIÓMETROS
1131,MASCARILLAS DESECHABLES
1132,PILAS Y BATERÍAS
1133,AGUA DESMINERALIZADA
1134,AGUA DESTILADA
1135,SODA CÁUSTICA
1136,TIERRA DE HOJAS
1137,AMPOLLETAS ECO HALÓGENAS
1138,CLORO PARA PISCINAS
1139,LIMPIA PARABRISAS
1140,HERRAMIENTAS DE JARDINERÍA
1141,ENCHUFES MACHO
1142,LUCES LED
1143,DUCHAS
1144,TIERRA PARA TRANSPLANTE
1145,CINTA DE MONTAJE
1146,FERTILIZANTES
1147,SUJETA CUADROS
1148,TAPÓN UNIVERSAL
1149,AROMATIZANTES PARA AUTO
1150,LINTERNAS
1151,MACETEROS
1152,MANGO DE DUCHA
1153,REFRIGERANTES
1154,RATICIDAS
1155,AGUA VERDE
1156,TIERRA ÁCIDA
1157,ABONOS
1158,CUBRE VOLANTES
1159,SHAMPOO PARA AUTOS
1160,COMPRESAS
1161,EXTINTORES
1162,ROCIADORES
1163,CORTINAS PARA AUTO
1164,ARTÍCULOS DE AUTOMÓVIL
1165,MEZCLAS LISTAS
1166,HUEVO DE CODORNIZ
1167,SÉMOLA CON LECHE
1168,YOGHURTS
1169,MANÍ SIN SAL
1170,SUFLÉ
1171,VINAGRE INCOLORO
1172,ARROZ GRANEADO
1173,PASTAS INTEGRALES
1174,POLENTA
1175,LENTEJAS NEGRAS
1176,ACEITE DE MAÍZ
1177,ESENCIAS Y JARABES
1178,ACEITE DE SÉSAMO
1179,PIMIENTA NEGRA
1180,FRUTILLAS
1181,CALAMARES
1182,REPOLLO MORADO
1183,SAL CON ESPECIES
1184,AJÍ VERDE
1185,COLORANTES
1186,ANCHOAS
1187,CHARQUI
1188,TORTILLAS DE MAÍZ
1189,POROTOS GRANADOS
1190,FIDEOS PARA SOPA
1191,RISOTTO
1192,VINAGRE DE ARROZ
1193,CHUCHOCA
1194,AJÍ JALAPEÑO
1195,PASAS
1196,VINAGRE BALSÁMICO
1197,SÉSAMO
1198,ARVEJAS
1199,MARAVILLA
1200,CHIPS Y MONEDAS
1201,BRUSCHETTA
1202,PASTA A LAS FINAS HIERBAS
1203,HUEVO VEGANO O SUSTITUTO DE HUEVO
1204,GLUTAMATO MONOSÓDICO
1205,ACEITE DE PALTA
1206,SALSA A LA GENOVESE
1207,PUERROS
1208,TOMATE
1209,HUESILLOS
1210,NUEZ
1211,BASE ZAPALLO
1212,FLORES
1213,RÁBANO COCKTAIL
1214,FÓSFOROS
1215,AEROSOL DESINFECTANTES
1216,DETERGENTES DE ROPA - DETERGENTES DE ROPA
1217,TOALLITAS HÚMEDAS
1218,CERAS LÍQUIDAS
1219,BLANQUEADORES
1220,ANTIGRASA
1221,JABÓN PARA ROPA
1222,QUITAPELUSAS
1223,VIRUTILLA
1224,AROMATIZANTES DE TELAS
1225,HOJA DE ALOE
1226,ROLLOS DE ACERO
1227,MOPAS
1228,LIMPIA METALES
1229,CERAS CREMA
1230,PAÑO ESPONJA
1231,PLUMEROS
1232,SOPAPOS
1233,NEUTRALIZADORES DE OLORES
1234,ABSORBEDOR DE OLORES
1235,BALDES
1236,ANTIHUMEDAD
1237,LIMPIADORES PARA ALFOMBRA
1238,REPUESTOS PARA MOPA
1239,LIMPIADOR PARA ACERO
1240,LIMPIADOR PARA CUERO
1241,CEPILLO DE BAÑO
1242,ABRILLANTADOR
1243,LIMPIADOR PARA COBRE
1244,ORGANIZADOR DE MOPAS
1245,AMONIO CUATERNARIO
1246,JUGOS PRENSADOS
1247,BEBIDAS GASEOSAS LIGHT
1248,BOLSAS PARA MASCOTAS
1249,ACCESORIOS PARA MASCOTAS
1250,JUGUETES PARA MASCOTAS
1251,REPELENTES
1252,ALIMENTO PARA AVES
1253,CAMAS Y COLCHONES
1254,BEBEDEROS Y COMEDEROS
1255,NEUTRALIZADOR DE OLORES Y COLONIAS
1256,COLLARES Y ARNESES
1257,ANTIPARASITARIOS
1258,ALIMENTO PARA PECES
1259,HUESOS
