id_brand,brand
836,MONTERREY
837,CAPRI
838,VICENCI GRISBI
839,VALOR
840,KINDER
841,KELLOGGS
842,LA VIEJA FÁBRICA
843,ECKART
844,RIGOCHOC ARCOR
845,FINI
846,BICENTURY
847,QI-POP
848,ESTRELLITAS
849,JACOBS
850,LAMBERTZ
851,CHINA TE VERDE
852,SANISSIMO
853,FERRERO ROCHER
854,DULCONO ROMA
855,LINDT
856,MELITTA
857,ZENTIS
858,VIOLA
859,DAILY SWEET
860,STASH
861,COCALAN
862,QUILVO
863,BISCOFF
864,BENLIAN
865,BONNE MAMAN
866,TRIDENT
867,AKBAR
868,GULLON
869,GROSSO
870,RITTER SPORT
871,FERRERO
872,CAVENDISH & HARVEY
873,ALEJANDRIA
874,TAGATESSE
875,CORNY FREE
876,JARDÍN DE LOS ANDES
877,MERBA
878,KRÜGER
879,ENSURE ADVANCE
880,PLAYADITO
881,TOBLERONE
882,HEIDI
883,SANTIVERI
884,SNACK ADVENTURE
885,SAN LORENZO
886,CARIBE
887,WERTHER´S
888,SAROTTI
889,PACARI
890,POPPIES
891,FIBER ONE
892,VICENZI
893,TÍA LÍA
894,ZUCOSOS
895,LAVAZZA
896,TIFANY
897,DE MI CAMPO
898,CACHET
899,COLMENARES
900,SPLENDA
901,GUYLIAN
902,VOORTMAN
903,DENTYNE
904,PANALES DEL SUR
905,ROSAMONTE
906,BUBBLE TAPE
907,D`AROMA
908,TROLLI
909,TAGA SWEET
910,VITALISIMO
911,SCHOGETTEN
912,NUSCO
913,BESHOS
914,ORJAS
915,PUCARÁ
916,NAKD
917,SUPER 8
918,HARIBO
919,TRITON
920,CUETARA
921,TWENTY´S
922,TERRA ANDES
923,VIVIANNE
924,MANFREY
925,ROYAL DANSK
926,GALLO
927,TRAPENSE
928,BERGGOLD
929,CLUB
930,DELICADO
931,NUTRA FOOD
932,GAROTO
933,HANUTA
934,BIG TIME
935,TCHIBO
936,ENTRELAGOS
937,GRIESSON
938,RITTER
939,BE COOKIES
940,RICOLA
941,D' STEVIA
942,MUIBON
943,BE SNACKS
944,PLAYA VENADO
945,MILKY WAY
946,MOTHER'S MAID
947,VOYAGE
948,BARONIE
949,KIMBO
950,ROCKY MOUNTAIN
951,PAVESI
952,SANIITO
953,ALTERNATIVE
954,MAJAMI
955,PRANA ON
956,HAVANNA
957,ECOMIL
958,APOQUINDO
959,FRANKONIA
960,MAÑANITA
961,MORELLI
962,VILLARS
963,BIO ZENTRALE
964,MUST
965,TIPTREE
966,CAREZZA
967,GHIRARDELLI
968,WALKERS
969,MIAMI BITES
970,CHOKITA
971,CACHAMATE
972,CBSÉ
973,HELIOS
974,QRUNCHIES
975,ILLY
976,TWIX
977,RUF
978,JULES DESTROOPER
979,SANTIAGO
980,TARAGÜI
981,MANTECOL
982,FLOPI
983,HONESTA
984,MOROCHA
985,ROCKLETS
986,CEREAL MIX
987,SPRING POP
988,AMOS
989,MELIMEL
990,ARROCITAS
991,CORNY
992,THOMAS
993,CAFFESSO
994,DALLMAYR
995,BRITT
996,AMANDA
997,SOYMILKE
998,CHINO
999,TIC TAC
1000,MENTOS
1001,MESONOT
1002,TODDY
1003,CLAIR DE LUNE
1004,MÖVENPICK
1005,CORSINI
1006,LA SELVA
1007,URSUS TROTTER
1008,TIVOLI
1009,HOREB
1010,ANDEAN VALLEY
1011,BUTTERFLY BRAND
1012,CORNY ENERGY
1013,ALTERNATURAL
1014,CHOCOFUN
1015,CORONILLA
1016,JACQUOT
1017,STORCK
1018,VILLA BAVIERA
1019,MANSILLA
1020,UNDERFIVE
1021,HUERTOS DEL LAGO
1022,MEMORABLE
1023,STARBURST
1024,AHMAD
1025,BEAR
1026,COLOMBINA
1027,SWISS MISS
1028,LHERITIER
1029,KIT KAT
1030,MAUXION
1031,TIM TAM
1032,SANTA OBLEA
1033,BOCCIA
1034,ROLAND
1035,EL LOBO
1036,TEEKENNE
1037,TRUMPF
1038,LA BOTICA DEL ALMA
1039,PUSH POP
1040,HEALTHY
1041,TEEKANNE
1042,PIRULIN
1043,TRUFFETTES
1044,GICOPA
1045,QUICKBURY
1046,KENT
1047,BELGIAN
1048,EL ALMENDRO
1049,NIEDEREGGER
1050,DE PAULINE
1051,DOÑA JIMENA
1052,NERDS
1053,PFANNER
1054,B-JAPI
1055,GOUDELIERS
1056,CÁSCARA FOODS
1057,DR. OETKER
1058,CABRALES
1059,DBT'S SABORES
1060,HAG
1061,KELSEN
1062,MAOAM
1063,GRANA
1064,TAVELLI
1065,GAVOTTES
1066,COTOSAN
1067,PHB
1068,HANSAPLAST
1069,BIOHERAPY
1070,VASELINE
1071,HIDROFUGAL
1072,BATISTE
1073,CAPILATIS
1074,BOP
1075,NATRACARE
1076,NATURALOE
1077,CLEAR
1078,NATUR VITAL
1079,HASK
1080,L'ORÉAL
1081,VITIS
1082,CANTU
1083,RITZY MASH
1084,PLAYTEX
1085,LACTOVIT
1086,DENTWELL
1087,KATIVA
1088,ARGAN DE LUXE
1089,COREGA
1090,SECRET
1091,BARZELATTO
1092,VOGUE
1093,FITTIG
1094,BABARIA
1095,FREEMET
1096,TANGLE TEEZER
1097,JOHN FRIEDA
1098,OGX
1099,TRIM
1100,BIOBRUSH
1101,YES!
1102,WELLA
1103,BISECURE
1104,ORALGENE
1105,CALA
1106,FASHY
1107,BURT`S BEES
1108,KISS
1109,THERMICA
1110,ORGANIC SHOP
1111,BACTERION
1112,REVLON
1113,JUST FOR MEN
1114,TREE HUT
1115,LOMECAN
1116,MUM
1117,LIP ICE
1118,SURYA
1119,BIORÉ
1120,IVORY
1121,SPLAT
1122,DEO PIES
1123,OREMEDIES
1124,VAGISIL
1125,MONIX
1126,NEXCARE
1127,ABIGAL
1128,BGH
1129,SUBLIME BRONZE
1130,WILLIAMS
1131,CONDOR
1132,SCUNCI
1133,NATURA SIBERICA
1134,HAWAIIAN TROPIC
1135,IMAGISPA
1136,EUCERIN
1137,BRUT
1138,GATSBY
1139,FABOPAL
1140,COLORPLEX
1141,MUNDIAL
1142,LOOKWELL
1143,GOODY
1144,PLANETA ORGÁNICA
1145,ORASTAR
1146,FLASH
1147,COESAM
1148,RIZZO
1149,FLAÑO
1150,ETIENNE
1151,BIOKAP
1152,OLAY
1153,STELLA ARTOIS
1154,CORONA
1155,COORS
1156,KUNSTMANN
1157,SOL
1158,RAMAZZOTTI
1159,CUSQUEÑA
1160,ALTO DEL CARMEN
1161,VIÑAMAR
1162,HEINEKEN
1163,VIÑA MIGUEL TORRES
1164,MULAS
1165,UNDURRAGA
1166,PATAGONIA
1167,AUSTRAL
1168,CONCHA Y TORO
1169,STONES
1170,MISTRAL
1171,APEROL
1172,INDOMITA
1173,SANTA RITA
1174,CAMPANARIO
1175,EMILIANA
1176,BUDWEISER
1177,DOÑA DOMINGA
1178,KILÓMETRO 24.7
1179,AMARANTA
1180,MISIONES DE RENGO
1181,VALDIVIESO
1182,CASILLERO DEL DIABLO
1183,TORO DE PIEDRA
1184,BODEGA UNO
1185,SABOR ANDINO
1186,JACK DANIEL'S
1187,JOHNNIE WALKER
1188,VIÑA CASA SILVA
1189,LA PIZKA
1190,VENTISQUERO
1191,GATO
1192,SANTA HELENA
1193,CARMEN
1194,MAHOU
1195,PRIMA
1196,TARAPACA
1197,VIÑA INDOMITA
1198,MILLER
1199,HORCÓN QUEMADO
1200,KROSS
1201,SCHÖFFERHOFER
1202,LEFFE
1203,CHIVAS REGAL
1204,CASTILLO DE MOLINA
1205,MIGUEL TORRES
1206,ESCUDO
1207,MITJANS
1208,RICCADONNA
1209,CRISTAL
1210,SANTA EMA
1211,VIÑA SANTA RITA
1212,VIU MANENT
1213,BRANCA
1214,OVEJA NEGRA
1215,JÄGERMEISTER
1216,ABSOLUT
1217,DISARONNO
1218,ESTRELLA DEL ELQUI
1219,KANTAL
1220,ROYAL GUARD
1221,BECKER
1222,BAILEYS
1223,VFA
1224,GOOSE ISLAND
1225,ARAUCANO
1226,ALIWEN
1227,SPIRIT
1228,VIÑA UNDURRAGA
1229,OPERA PRIMA
1230,SOMBRERO NEGRO
1231,COPAHUE
1232,BACARDI
1233,VIÑA CASTILLO DE MOLINA
1234,SINZERO
1235,TANQUERAY
1236,MARQUES DE CASA CONCHA
1237,DOLBEK
1238,SAN SIMÓN
1239,HENDRICK'S
1240,LOVELY RITA
1241,VIÑA ESPALDARES DEL MAIPO
1242,SIERRA MORENA
1243,GLENFIDDICH
1244,OLMECA
1245,MICHELOB
1246,BALLANTINE'S
1247,FRONTERA
1248,STOLICHNAYA
1249,GULDEN DRAAK
1250,SENSUS
1251,KONIGSBACHER
1252,CONO SUR
1253,VIÑA MORANDÉ
1254,OETTINGER
1255,VIÑA CASAS DEL BOSQUE
1256,EL GOBERNADOR
1257,THE GLENLIVET
1258,BITBURGER
1259,CAPEL
1260,PERONI
1261,SECRETO PERUANO
1262,3 HORSES
1263,MAL PASO
1264,CACIQUE
1265,OLD PARR
1266,CALITERRA
1267,REKORDERLIG
1268,M. TORRES
1269,VIÑA CARMEN
1270,SHERIDAN' S
1271,JP CHENET
1272,VIIKING
1273,BOMBAY
1274,WASSKA
1275,VIÑA SAN PEDRO
1276,MAYADOR
1277,MECKLENBURGER
1278,ERISTOFF
1279,JOSE CUERVO
1280,ST-GERMAIN
1281,TRES ERRES
1282,ARTESANOS DEL COCHIGUAZ
1283,ESPÍRITU DE LOS ANDES
1284,VIÑA VENTISQUERO
1285,JAMESON
1286,PILSEN DEL SUR
1287,PAULANER
1288,FRESITA
1289,GRANT'S
1290,FEHRENBERG
1291,CHANDON
1292,HAVANA CLUB
1293,CLAUSTHALER
1294,TULLAMORE
1295,FRANGELICO
1296,AMBASSADOR
1297,ROYAL DUTCH
1298,ROSSARD
1299,ANGOSTURA
1300,VIÑA CASAS PATRONALES
1301,MONTES
1302,BENEDIKTINER
1303,CABERNARIO
1304,SANDY MAC
1305,DE MARTINO
1306,FRANZISKANER
1307,FIREBALL
1308,JIM BEAM
1309,VIÑA SANTA HELENA
1310,ERDINGER
1311,AC/DC
1312,BLENDER S
1313,HERTOG JAN
1314,FLENSBURGER
1315,CENTENARIO
1316,MALIBU
1317,TAGUA TAGUA
1318,LA PROVENCE
1319,THE GUILIGAN´S DISTINGUISHED
1320,VIÑA BISQUERTT
1321,ALSKA
1322,MATETIC
1323,LANDVIK
1324,DRAMBUIE
1325,BALDUZZI
1326,PICCINI
1327,GREY GOOSE
1328,LOLA
1329,TROOPER
1330,CASAS PATRONALES
1331,SANTA CAROLINA
1332,DIABLO
1333,BARCELÓ
1334,S DIGNA
1335,CINZANO
1336,TRES PALOS
1337,BLENDERS HONEY
1338,THE LONDON N°1
1339,MALFY
1340,SMIRNOFF
1341,MAQUIS
1342,HACIENDA LA TORRE
1343,VIÑA SANTA EMA
1344,FESTILLANT
1345,YELCHO
1346,CORDILLERA
1347,VIÑA SANTA CAROLINA
1348,VIÑA ARESTI
1349,1865
1350,56
1351,VIÑA ERRÁZURIZ
1352,VIÑA SOL DE CHILE
1353,VIÑA LAPOSTOLLE
1354,HARD FRESH
1355,BULLDOG
1356,DIAMANTE
1357,SOMETHING SPECIAL
1358,TABERNERO
1359,VIÑA SANTA CRUZ
1360,PORTA
1361,MESTRA
1362,SIERRA BLANCO
1363,ST. REMY
1364,VIÑA TARAPACÁ
1365,CABALLO LOCO
1366,BESTIA
1367,VOLCANES DEL SUR
1368,OUTCIDER
1369,1888
1370,CAROLANS
1371,LÖRCH
1372,KULMBACHER
1373,J. BOUCHON
1374,VIÑA VON SIEBENTHAL
1375,BUCHANAN'S
1376,MISIÓN
1377,GO BARMAN
